hyperparameter_setting_id,bits,Full precision,Post minmaxQ,Post quantileQ,Pre minmaxQ,Pre quantileQ,SoftQ,HardQ,Bitwise softQ,Bitwise hardQ,dataset
2,4,0.5278259922157634,0.5962828126820651,0.5558505058288574,0.5199167349121787,0.5192808427593925,0.5335379188710992,0.5342503704807975,0.5650764893401753,0.5668211877346039,wine
2,5,0.4946097054264762,0.5558041361245242,0.5018718540668488,0.5039302178404548,0.5018064921552484,0.539270739663731,0.5391367104920474,0.4591864929957823,0.4591620550914244,wine
2,6,0.5360784855755892,0.5566428114067424,0.5444320196455176,0.5584188970652494,0.5565802129832181,0.5138220543211157,0.5138225392861799,0.5134174444458701,0.513422963294116,wine
2,7,0.5464371361515739,0.5493734140287746,0.5487268539992246,0.5559072196483612,0.538476128469814,0.5843861075964841,0.5843883969567039,0.5458557768301531,0.5458213605663993,wine
2,8,0.5284155823967673,0.5288444337519732,0.5381607941605828,0.5092885263941505,0.5543931126594543,0.517657223072919,0.5176611055027355,0.5622055476362054,0.5622135156934912,wine
3,2,0.501597145741636,1.6515957117080688,0.6144784526391462,0.651398016647859,0.5582874119281769,0.5359613109718669,0.5359639119018208,0.5519195876338265,0.5519048111005262,wine
3,3,0.5161158523776315,1.068210851062428,0.5918206762183796,0.6260547827590596,0.5383753180503845,0.5411550063978542,0.5470969582145865,0.5219295702197335,0.5206872116435658,wine
3,4,0.4979116808284413,0.5268895951184359,0.5242012332786213,0.5810004743662748,0.5154727507721294,0.5237363685261119,0.5239448764107444,0.522402126680721,0.5189592838287354,wine
3,5,0.490430010990663,0.5457827638496052,0.4903411675583232,0.5409250151027333,0.5274453434077176,0.505401920188557,0.504145242951133,0.4963563640009273,0.4990118728442625,wine
3,6,0.5423749956217679,0.5573465797034177,0.5431450253183191,0.5588258450681513,0.5415710319172252,0.5028697739947926,0.5028696439482949,0.5412292751398954,0.5412779667160728,wine
3,7,0.5257771448655562,0.5108550136739557,0.5266842544078827,0.5059179230169817,0.503771570595828,0.5088682012124495,0.5091759223829616,0.525671739469875,0.5260199362581427,wine
